ladrillos
472,543
472,534
472,525
472,516
472,507
472,498
495,543
495,534
495,525
495,516
495,507
495,498
449,507
449,498
426,507
426,498
403,543
403,534
403,525
403,516
403,507
403,498
380,543
380,534
380,525
380,516
380,507
380,498
000,170
000,175
000,180
000,185
000,190
000,195
000,100
000,110
000,120
000,130
000,180
010,170
010,175
010,180
010,185
010,190
010,195
000,200
000,205
000,210
000,215
000,220
000,225
000,230
000,235
000,240
000,245
010,200
010,205
010,210
010,215
010,220
010,225
010,230
010,235
010,240
010,245
080,080
080,085
080,090
080,095
080,100
080,105
080,110
080,115
080,120
080,125
080,130
080,135
080,140
080,145
080,150
080,155
080,160
080,165
080,170
080,175
080,180
080,185
080,190
080,195
080,200
080,205
080,210
090,210
090,205
090,200
090,195
090,190
095,080
095,085
095,090
095,095
095,100
095,105
095,110
095,115
095,120
095,125
095,130
095,135
095,140
095,145
095,150
095,155
095,160
100,160
110,160
120,160
130,160
140,160
150,160
170,160
180,160
190,160
200,160
095,165
100,165
105,165
110,165
115,165
120,165
125,165
130,165
135,165
140,165
145,165
150,165
155,165
160,165
165,165
170,165
175,165
180,165
185,165
190,165
195,165
200,165
095,170
100,170
105,170
110,170
115,170
120,170
125,170
130,170
135,170
140,170
145,170
150,170
155,170
160,170
165,170
170,170
175,170
180,170
185,170
190,170
195,170
200,170
095,175
100,175
105,175
110,175
115,175
120,175
125,175
130,175
135,175
140,175
145,175
150,175
155,175
160,175
165,175
170,175
175,175
180,175
185,175
190,175
195,175
200,175
095,180
100,180
105,180
110,180
115,180
120,180
125,180
130,180
135,180
140,180
145,180
150,180
155,180
160,180
165,180
170,180
175,180
180,180
185,180
190,180
195,180
200,180
095,185
100,185
105,185
110,185
115,185
120,185
125,185
130,185
135,185
140,185
145,185
150,185
155,185
160,185
165,185
170,185
175,185
180,185
185,185
190,185
195,185
200,185
185,190
190,190
195,190
200,190
185,195
190,195
195,195
200,195
185,200
190,200
195,200
200,200
185,205
190,205
195,205
200,205
185,210
190,210
195,210
200,210
155,000
155,005
155,010
155,015
155,020
155,025
