ladrillos
472,543
472,534
472,525
472,516
472,507
472,498
495,543
495,534
495,525
495,516
495,507
495,498
449,507
449,498
426,507
426,498
403,543
403,534
403,525
403,516
403,507
403,498
380,543
380,534
380,525
380,516
380,507
380,498
0,483
77,483
155,483
275,483
600,483
700,483
778,483
855,483
0,475
77,475
155,475
275,475
600,475
700,475
778,475
855,475
0,467
77,467
155,467
275,467
600,467
700,467
778,467
855,467
8,483
85,483
163,483
283,483
608,483
708,483
786,483
863,483
8,475
85,475
163,475
283,475
608,475
708,475
786,475
863,475
8,467
85,467
163,467
283,467
608,467
708,467
786,467
863,467
319,78
341,78
363,78
385,78
407,78
429,78
451,78
473,78
495,78
517,78
539,78
561,78
319,86
341,86
363,86
385,86
407,86
429,86
451,86
473,86
495,86
517,86
539,86
561,86
297,94
319,94
341,94
363,94
385,94
407,94
429,94
451,94
473,94
495,94
517,94
539,94
561,94
583,94
297,102
319,102
341,102
363,102
385,102
407,102
429,102
451,102
473,102
495,102
517,102
539,102
561,102
583,102
275,110
297,110
319,110
341,110
363,110
385,110
407,110
429,110
451,110
473,110
495,110
517,110
539,110
561,110
583,110
605,110
275,118
297,118
319,118
341,118
363,118
385,118
407,118
429,118
451,118
473,118
495,118
517,118
539,118
561,118
583,118
605,118
275,126
297,126
319,126
341,126
363,126
385,126
407,126
429,126
451,126
473,126
495,126
517,126
539,126
561,126
583,126
605,126
275,134
297,134
319,134
341,134
363,134
385,134
407,134
429,134
451,134
473,134
495,134
517,134
539,134
561,134
583,134
605,134
253,142
275,142
297,142
319,142
341,142
363,142
385,142
407,142
429,142
451,142
473,142
495,142
517,142
539,142
561,142
583,142
605,142
627,142
253,150
275,150
297,150
319,150
341,150
363,150
385,150
407,150
429,150
451,150
473,150
495,150
517,150
539,150
561,150
583,150
605,150
627,150
253,158
275,158
297,158
319,158
341,158
363,158
385,158
407,158
429,158
451,158
473,158
495,158
517,158
539,158
561,158
583,158
605,158
627,158
253,166
275,166
297,166
319,166
341,166
363,166
385,166
407,166
429,166
451,166
473,166
495,166
517,166
539,166
561,166
583,166
605,166
627,166
253,174
275,174
297,174
319,174
341,174
363,174
385,174
407,174
429,174
451,174
473,174
495,174
517,174
539,174
561,174
583,174
605,174
627,174
253,182
275,182
297,182
319,182
341,182
363,182
385,182
407,182
429,182
451,182
473,182
495,182
517,182
539,182
561,182
583,182
605,182
627,182
253,190
275,190
297,190
319,190
341,190
363,190
385,190
407,190
429,190
451,190
473,190
495,190
517,190
539,190
561,190
583,190
605,190
627,190
253,198
275,198
297,198
319,198
341,198
363,198
385,198
407,198
429,198
451,198
473,198
495,198
517,198
539,198
561,198
583,198
605,198
627,198
253,206
275,206
297,206
319,206
341,206
363,206
385,206
407,206
429,206
451,206
473,206
495,206
517,206
539,206
561,206
583,206
605,206
627,206
253,214
275,214
297,214
319,214
341,214
363,214
385,214
407,214
429,214
451,214
473,214
495,214
517,214
539,214
561,214
583,214
605,214
627,214
253,222
275,222
297,222
319,222
341,222
363,222
385,222
407,222
429,222
451,222
473,222
495,222
517,222
539,222
561,222
583,222
605,222
627,222
253,230
275,230
297,230
319,230
341,230
363,230
385,230
407,230
429,230
451,230
473,230
495,230
517,230
539,230
561,230
583,230
605,230
627,230
297,238
319,238
341,238
363,238
385,238
407,238
429,238
451,238
473,238
495,238
517,238
561,238
539,238
583,238
297,246
319,246
341,246
363,246
385,246
407,246
429,246
451,246
473,246
495,246
517,246
539,246
561,246
583,246
297,254
319,254
341,254
363,254
385,254
407,254
429,254
451,254
473,254
495,254
517,254
539,254
561,254
583,254
297,262
319,262
341,262
363,262
385,262
407,262
429,262
451,262
473,262
495,262
517,262
539,262
561,262
583,262
297,270
319,270
341,270
363,270
385,270
407,270
429,270
451,270
473,270
495,270
517,270
539,270
561,270
583,270
297,278
319,278
341,278
363,278
385,278
407,278
429,278
451,278
473,278
495,278
517,278
539,278
561,278
583,278
297,286
319,286
341,286
363,286
385,286
407,286
429,286
451,286
473,286
495,286
517,286
539,286
561,286
583,286
319,294
363,294
407,294
451,294
495,294
539,294
583,294
319,302
363,302
407,302
451,302
495,302
539,302
583,302
319,310
363,310
407,310
451,310
495,310
539,310
583,310
319,318
363,318
407,318
451,318
495,318
539,318
583,318
297,326
341,326
385,326
429,326
473,326
517,326
561,326
297,334
341,334
385,334
429,334
473,334
517,334
561,334
297,342
341,342
385,342
429,342
473,342
517,342
561,342
297,350
341,350
385,350
429,350
473,350
517,350
561,350
concreto
0,521
77,521
155,521
275,521
600,521
700,521
778,521
855,521
0,491
77,491
155,491
275,491
600,491
700,491
778,491
855,491
30,437
107,437
185,437
670,437
748,437
825,437
agua
0,270
30,270
60,270
795,270
825,270
855,270
pasto
0,78
0,108
0,210
0,240
30,78
30,240
825,78
825,240
855,78
855,108
855,240
855,210
371,238
509,238
371,175
509,175
341,175
539,175
371,145
509,145
finMapa
