ladrillos
472,524
495,524
472,543
495,543
472,534
495,534
472,515
495,515
403,524
380,524
403,543
380,543
403,534
380,534
403,515
380,515
403,504
380,504
403,495
380,495
471,495
494,495
471,504
494,504
448,495
426,495
448,504
426,504
60,70
60,61
60,51
83,51
83,61
83,70
106,51
106,70
106,61
129,70
129,61
129,51
152,51
152,61
152,70
175,51
175,70
175,61
106,41
106,31
106,21
129,41
129,31
129,21
444,419
467,419
490,419
444,400
444,409
467,400
467,409
490,400
490,409
513,400
513,409
513,419
513,429
513,439
513,449
513,459
536,400
536,409
536,419
536,429
536,439
536,449
536,459
60,200
60,210
60,220
60,230
60,240
60,250
60,260
60,270
60,280
60,290
60,300
60,310
83,200
83,210
83,220
83,230
83,240
83,250
83,260
83,270
83,280
83,290
83,300
83,310
106,200
106,210
106,220
129,200
129,210
129,220
152,200
152,210
152,220
175,200
175,210
175,220
208,250
208,260
208,270
231,250
231,260
231,270
254,220
254,230
254,240
277,220
277,230
277,240
300,190
300,200
300,210
323,190
323,200
323,210
346,220
346,230
346,240
369,220
369,230
369,240
392,250
392,260
392,270
415,250
415,260
415,270
446,220
469,220
446,210
469,210
492,220
515,220
492,210
515,210
538,220
561,220
538,210
561,210
584,220
607,220
584,210
607,210
446,200
469,200
446,190
469,190
492,200
515,200
492,190
515,190
538,200
561,200
538,190
561,190
584,200
607,200
584,190
607,190
630,230
653,230
630,240
653,240
676,230
699,230
676,240
699,240
722,230
745,230
722,240
745,240
676,250
699,250
722,250
653,250
676,260
699,260
653,260
722,260
676,270
699,270
699,280
676,280
661,70
684,70
684,80
661,80
661,90
684,90
684,100
661,100
661,110
684,110
684,120
661,120
684,130
661,130
361,0
384,0
384,10
361,10
361,20
384,20
384,30
361,30
361,40
384,40
384,50
361,50
384,60
361,60
261,400
284,400
284,410
261,410
261,420
284,420
284,430
261,430
261,440
284,440
284,450
261,450
284,460
261,460
237,470
237,480
237,490
237,500
214,470
214,480
214,490
214,500
167,400
167,410
167,420
167,430
167,440
167,450
167,460
190,400
190,410
190,420
190,430
190,440
190,450
190,460
444,310
444,320
444,330
421,310
421,320
421,330
467,310
467,320
467,330
concreto
463,80
30,470
60,470
180,308
180,278
390,308
660,430
690,430
790,276
760,276
730,276
824,191
854,191
794,191
agua
0,338
30,338
60,338
60,140
90,140
120,140
150,140
180,140
210,140
240,140
270,140
300,140
330,140
360,140
390,140
420,140
450,140
480,140
510,140
540,140
570,140
600,140
630,140
800,140
830,140
860,140
180,338
210,338
240,338
270,338
300,338
330,338
360,338
390,338
420,338
450,338
480,338
510,338
540,338
680,338
710,338
740,338
770,338
800,338
830,338
860,338
pasto
0,20
0,50
30,50
0,80
0,110
30,110
0,140
30,80
60,80
0,370
0,390
0,410
0,430
0,450
0,470
30,370
30,390
30,420
30,440
60,370
60,390
60,410
520,307
550,307
580,277
610,277
580,307
610,307
640,307
670,307
700,307
730,307
finMapa
